W(GeV)	WErrorp	WErrorm	sigma(mub)	Errorp	Errorm
1.8853042211698907	0.0	0.0	78.8	41.481808253739366	41.481808253739366
1.8870375767960006	0.0	0.0	118.9	39.172415600777036	39.172415600777036
1.8890266035616494	0.0	0.0	168.2	36.565884865540994	36.565884865540994
1.891294956529496	0.0	0.0	202.4	34.974002687710765	34.974002687710765
1.8936011064854654	0.0	0.0	323.40000000000003	41.15046031334279	41.15046031334279
1.8942684659919151	0.0	0.0	424.5	16.501863197833146	16.501863197833146
1.8961981747659873	0.0	0.0	387.1	45.989314237113824	45.989314237113824
1.897776854825492	0.0	0.0	487.0	18.43305085980072	18.43305085980072
1.8989590930253581	0.0	0.0	504.2	54.735663839949915	54.735663839949915
1.9015653805498702	0.0	0.0	526.9000000000001	19.660694116943077	19.660694116943077
1.9020384396944576	0.0	0.0	532.5999999999999	56.4308573743125	56.4308573743125
1.9051244541320296	0.0	0.0	542.3	53.90891814904097	53.90891814904097
1.9056257747342886	0.0	0.0	477.8	18.242711504598212	18.242711504598212
1.908537766648674	0.0	0.0	480.8	48.779906682977575	48.779906682977575
1.9099494572616187	0.0	0.0	406.6	15.972289609195046	15.972289609195046
1.9121157604805348	0.0	0.0	411.0	45.18953861238241	45.18953861238241
1.9145275999543598	0.0	0.0	334.1	13.667332159569401	13.667332159569401
1.9158538550320972	0.0	0.0	311.90000000000003	41.37151561158958	41.37151561158958
1.9193511878646063	0.0	0.0	244.4	11.193723784335578	11.193723784335578
1.9199460791064507	0.0	0.0	249.6	32.78293800134454	32.78293800134454
1.9239978072750048	0.0	0.0	210.9	30.99458636600915	30.99458636600915
1.9244110775457781	0.0	0.0	224.5	10.156411226412605	10.156411226412605
1.928408962290658	0.0	0.0	174.2	30.384405473861097	30.384405473861097
1.9296980517612772	0.0	0.0	200.5	9.48849245138552	9.48849245138552
1.9331966213563518	0.0	0.0	188.79999999999998	30.068768115770894	30.068768115770894
1.9352028702200263	0.0	0.0	178.29999999999998	8.888209540734286	8.888209540734286
1.937919852947029	0.0	0.0	176.4	28.707987459938742	28.707987459938742
1.9409163160566902	0.0	0.0	176.9	8.782676878947557	8.782676878947557
1.9430224633827329	0.0	0.0	167.1	21.62645195125636	21.62645195125636
1.9468292378918992	0.0	0.0	186.9	8.878115856419088	8.878115856419088
1.9482770132106026	0.0	0.0	191.20000000000002	22.868485214373077	22.868485214373077
1.9529325874126893	0.0	0.0	194.0	7.714092039896854	7.714092039896854
1.9536773612578577	0.0	0.0	218.5	24.38340419219597	24.38340419219597
1.9592174525041877	0.0	0.0	211.7	8.186472063105082	8.186472063105082
1.9592174525041877	0.0	0.0	209.1	24.572870894545474	24.572870894545474
1.9651523203123056	0.0	0.0	233.5	24.595576838122742	24.595576838122742
1.9656750860398118	0.0	0.0	222.6	8.60759423764852	8.60759423764852
1.9712267470889107	0.0	0.0	238.5	24.90073091296719	24.90073091296719
1.9722969304990083	0.0	0.0	232.7	8.957487328486712	8.957487328486712
1.9774342122690869	0.0	0.0	245.60000000000002	26.646649020092568	26.646649020092568
1.9779800687806652	0.0	0.0	211.0	22.000000000000004	22.000000000000004
1.9790746386294629	0.0	0.0	239.5	9.20860733227343	9.20860733227343
1.9837683563619228	0.0	0.0	251.4	26.990601030729202	26.990601030729202
1.986000090405907	0.0	0.0	264.6	10.059086089700198	10.059086089700198
1.9905062662320596	0.0	0.0	273.9	29.002340319360435	29.002340319360435
1.9930654065613413	0.0	0.0	279.0	10.499247401599794	10.499247401599794
1.9973685471679137	0.0	0.0	289.1	30.576206174082486	30.576206174082486
2.000262958980273	0.0	0.0	275.6	10.438601254957485	10.438601254957485
