1.00474e+09	4.70452e+07	-1.78988e+07	3.14909e+07	-2.81967e+06	-555113	-405152	150455	
4.70452e+07	5.29739e+06	-952947	5.46106e+06	-135723	-54087.2	-21962.4	24033.6	
-1.78988e+07	-952947	377699	-741109	50434.1	11181.9	8538.11	-3489.96	
3.14909e+07	5.46106e+06	-741109	6.9666e+06	-91383	-59704.1	-17028.4	31624.1	
-2.81967e+06	-135723	50434.1	-91383	7981.21	1571.24	1146.9	-425.672	
-555113	-54087.2	11181.9	-59704.1	1571.24	625.552	254.232	-278.22	
-405152	-21962.4	8538.11	-17028.4	1146.9	254.232	194.376	-79.5239	
150455	24033.6	-3489.96	31624.1	-425.672	-278.22	-79.5239	147.613	
