j	t1(j)	t2(j)	t3(j)	t4(j)
3.63	9.72677	19.1485	27.7532	36.4355
3.64	9.75921	19.2055	27.8295	36.5287
3.65	9.79166	19.2625	27.9058	36.6218
3.66	9.8241	19.3194	27.982	36.7149
3.67	9.85654	19.3763	28.0581	36.8079
3.68	9.88897	19.4331	28.1342	36.9008
3.69	9.92141	19.4899	28.2103	36.9937
3.7	9.95384	19.5467	28.2863	37.0865
3.71	9.98627	19.6035	28.3622	37.1792
3.72	10.0187	19.6602	28.4381	37.2718
3.73	10.0511	19.7169	28.5139	37.3643
3.74	10.0836	19.7735	28.5897	37.4568
3.75	10.116	19.8302	28.6654	37.5492
3.76	10.1484	19.8867	28.7411	37.6416
3.77	10.1808	19.9433	28.8168	37.7338
3.78	10.2133	19.9998	28.8924	37.826
3.79	10.2457	20.0563	28.9679	37.9181
3.8	10.2781	20.1128	29.0434	38.0102
3.81	10.3105	20.1692	29.1188	38.1022
3.82	10.3429	20.2256	29.1942	38.1941
3.83	10.3754	20.282	29.2696	38.2859
3.84	10.4078	20.3383	29.3449	38.3777
3.85	10.4402	20.3946	29.4201	38.4694
3.86	10.4726	20.4509	29.4953	38.561
3.87	10.505	20.5071	29.5705	38.6526
3.88	10.5375	20.5634	29.6456	38.7441
3.89	10.5699	20.6195	29.7206	38.8355
3.9	10.6023	20.6757	29.7957	38.9269
3.91	10.6347	20.7318	29.8706	39.0182
3.92	10.6671	20.7879	29.9456	39.1095
3.93	10.6996	20.844	30.0204	39.2007
3.94	10.732	20.9001	30.0953	39.2918
3.95	10.7644	20.9561	30.1701	39.3828
3.96	10.7968	21.0121	30.2448	39.4738
3.97	10.8293	21.0681	30.3195	39.5648
3.98	10.8617	21.124	30.3942	39.6556
3.99	10.8941	21.1799	30.4688	39.7464
4	10.9266	21.2358	30.5434	39.8372
4.01	10.959	21.2917	30.618	39.9279
4.02	10.9914	21.3475	30.6925	40.0185
4.03	11.0239	21.4033	30.7669	40.1091
4.04	11.0563	21.4591	30.8413	40.1996
4.05	11.0888	21.5149	30.9157	40.29
4.06	11.1212	21.5706	30.99	40.3804
4.07	11.1537	21.6263	31.0643	40.4707
4.08	11.1861	21.682	31.1386	40.561
4.09	11.2186	21.7377	31.2128	40.6512
4.1	11.251	21.7933	31.287	40.7414
