j	t1(j)	t2(j)	t3(j)	t4(j)
3.77	10.0814	20.2193	29.599	38.906
3.78	10.1132	20.2765	29.6776	39.0027
3.79	10.1449	20.3337	29.7562	39.0993
3.8	10.1767	20.3909	29.8347	39.1959
3.81	10.2085	20.448	29.9131	39.2924
3.82	10.2403	20.5051	29.9915	39.3888
3.83	10.2721	20.5621	30.0699	39.4851
3.84	10.3039	20.6192	30.1482	39.5814
3.85	10.3357	20.6762	30.2264	39.6775
3.86	10.3675	20.7331	30.3046	39.7736
3.87	10.3993	20.7901	30.3827	39.8697
3.88	10.4311	20.847	30.4608	39.9656
3.89	10.4629	20.9039	30.5388	40.0615
3.9	10.4947	20.9607	30.6168	40.1573
3.91	10.5265	21.0175	30.6947	40.253
3.92	10.5583	21.0743	30.7726	40.3487
3.93	10.5901	21.131	30.8504	40.4443
3.94	10.6219	21.1878	30.9282	40.5398
3.95	10.6537	21.2445	31.0059	40.6353
3.96	10.6855	21.3011	31.0836	40.7307
3.97	10.7174	21.3578	31.1612	40.826
3.98	10.7492	21.4144	31.2388	40.9212
3.99	10.781	21.471	31.3163	41.0164
4	10.8129	21.5275	31.3938	41.1115
4.01	10.8447	21.5841	31.4712	41.2066
4.02	10.8765	21.6406	31.5486	41.3016
4.03	10.9084	21.697	31.6259	41.3965
4.04	10.9402	21.7535	31.7032	41.4913
4.05	10.9721	21.8099	31.7805	41.5861
4.06	11.0039	21.8663	31.8577	41.6808
4.07	11.0358	21.9227	31.9348	41.7755
4.08	11.0676	21.979	32.012	41.8701
4.09	11.0995	22.0353	32.089	41.9646
4.1	11.1314	22.0916	32.166	42.0591
