x	xg	error+	error-	error
1e-06	1.54796	48.1629	0.173823	24.1417
1.00023e-06	1.54792	48.1549	0.173824	24.1377
1.00046e-06	1.54789	48.1469	0.173826	24.1337
1.00069e-06	1.54786	48.1389	0.173827	24.1297
1.00092e-06	1.54782	48.1309	0.173828	24.1257
1.00115e-06	1.54779	48.1229	0.17383	24.1217
1.00138e-06	1.54775	48.1149	0.173831	24.1177
1.00161e-06	1.54772	48.1069	0.173833	24.1137
1.00184e-06	1.54769	48.0989	0.173834	24.1097
1.00207e-06	1.54765	48.0909	0.173836	24.1057
1.00231e-06	1.54762	48.0829	0.173837	24.1017
1.00254e-06	1.54759	48.0749	0.173838	24.0977
1.00277e-06	1.54755	48.0669	0.17384	24.0937
1.003e-06	1.54752	48.0589	0.173841	24.0897
1.00323e-06	1.54749	48.0509	0.173843	24.0857
1.00346e-06	1.54745	48.0429	0.173844	24.0817
1.00369e-06	1.54742	48.035	0.173846	24.0778
1.00392e-06	1.54739	48.027	0.173847	24.0738
1.00415e-06	1.54735	48.019	0.173849	24.0698
1.00438e-06	1.54732	48.011	0.17385	24.0658
1.00462e-06	1.54728	48.003	0.173851	24.0618
1.00485e-06	1.54725	47.995	0.173853	24.0578
1.00508e-06	1.54722	47.987	0.173854	24.0538
1.00531e-06	1.54718	47.9791	0.173856	24.0498
1.00554e-06	1.54715	47.9711	0.173857	24.0458
1.00577e-06	1.54712	47.9631	0.173859	24.0418
1.006e-06	1.54708	47.9551	0.17386	24.0378
1.00624e-06	1.54705	47.9471	0.173862	24.0339
1.00647e-06	1.54702	47.9392	0.173863	24.0299
1.0067e-06	1.54698	47.9312	0.173865	24.0259
1.00693e-06	1.54695	47.9232	0.173866	24.0219
1.00716e-06	1.54692	47.9152	0.173867	24.0179
1.0074e-06	1.54688	47.9073	0.173869	24.0139
1.00763e-06	1.54685	47.8993	0.17387	24.0099
1.00786e-06	1.54682	47.8913	0.173872	24.006
1.00809e-06	1.54678	47.8834	0.173873	24.002
1.00832e-06	1.54675	47.8754	0.173875	23.998
1.00856e-06	1.54672	47.8674	0.173876	23.994
1.00879e-06	1.54668	47.8595	0.173878	23.99
1.00902e-06	1.54665	47.8515	0.173879	23.9861
1.00925e-06	1.54661	47.8435	0.173881	23.9821
1.00949e-06	1.54658	47.8356	0.173882	23.9781
1.00972e-06	1.54655	47.8276	0.173883	23.9741
1.00995e-06	1.54651	47.8196	0.173885	23.9701
1.01018e-06	1.54648	47.8117	0.173886	23.9662
1.01042e-06	1.54645	47.8037	0.173888	23.9622
1.01065e-06	1.54641	47.7958	0.173889	23.9582
1.01088e-06	1.54638	47.7878	0.173891	23.9542
1.01111e-06	1.54635	47.7799	0.173892	23.9502
1.01135e-06	1.54631	47.7719	0.173894	23.9463
1.01158e-06	1.54628	47.764	0.173895	23.9423
1.01181e-06	1.54625	47.756	0.173897	23.9383
1.01205e-06	1.54621	47.7481	0.173898	23.9344
1.01228e-06	1.54618	47.7401	0.1739	23.9304
1.01251e-06	1.54615	47.7322	0.173901	23.9264
1.01274e-06	1.54611	47.7242	0.173903	23.9224
1.01298e-06	1.54608	47.7163	0.173904	23.9185
1.01321e-06	1.54605	47.7083	0.173906	23.9145
1.01344e-06	1.54601	47.7004	0.173907	23.9105
1.01368e-06	1.54598	47.6924	0.173908	23.9066
1.01391e-06	1.54594	47.6845	0.17391	23.9026
1.01414e-06	1.54591	47.6766	0.173911	23.8986
1.01438e-06	1.54588	47.6686	0.173913	23.8946
1.01461e-06	1.54584	47.6607	0.173914	23.8907
1.01485e-06	1.54581	47.6528	0.173916	23.8867
1.01508e-06	1.54578	47.6448	0.173917	23.8827
1.01531e-06	1.54574	47.6369	0.173919	23.8788
1.01555e-06	1.54571	47.629	0.17392	23.8748
1.01578e-06	1.54568	47.621	0.173922	23.8709
1.01601e-06	1.54564	47.6131	0.173923	23.8669
1.01625e-06	1.54561	47.6052	0.173925	23.8629
1.01648e-06	1.54558	47.5972	0.173926	23.859
1.01672e-06	1.54554	47.5893	0.173928	23.855
1.01695e-06	1.54551	47.5814	0.173929	23.851
1.01719e-06	1.54548	47.5735	0.173931	23.8471
1.01742e-06	1.54544	47.5655	0.173932	23.8431
1.01765e-06	1.54541	47.5576	0.173934	23.8392
1.01789e-06	1.54538	47.5497	0.173935	23.8352
1.01812e-06	1.54534	47.5418	0.173937	23.8312
1.01836e-06	1.54531	47.5339	0.173938	23.8273
1.01859e-06	1.54528	47.526	0.17394	23.8233
1.01883e-06	1.54524	47.5181	0.173941	23.8194
1.01906e-06	1.54521	47.5101	0.173943	23.8154
1.0193e-06	1.54518	47.5022	0.173944	23.8115
1.01953e-06	1.54514	47.4943	0.173946	23.8075
1.01976e-06	1.54511	47.4864	0.173947	23.8036
1.02e-06	1.54508	47.4785	0.173949	23.7996
1.02023e-06	1.54504	47.4706	0.17395	23.7957
1.02047e-06	1.54501	47.4627	0.173952	23.7917
1.0207e-06	1.54497	47.4548	0.173953	23.7878
1.02094e-06	1.54494	47.4469	0.173955	23.7838
1.02117e-06	1.54491	47.439	0.173956	23.7799
1.02141e-06	1.54487	47.4311	0.173958	23.7759
1.02164e-06	1.54484	47.4232	0.173959	23.772
1.02188e-06	1.54481	47.4153	0.173961	23.768
1.02212e-06	1.54477	47.4074	0.173962	23.7641
1.02235e-06	1.54474	47.3995	0.173964	23.7601
1.02259e-06	1.54471	47.3917	0.173965	23.7562
1.02282e-06	1.54467	47.3838	0.173967	23.7523
1.02306e-06	1.54464	47.3759	0.173968	23.7483
1.02329e-06	1.54461	47.368	0.17397	23.7444
1.02353e-06	1.54457	47.3601	0.173971	23.7404
1.02376e-06	1.54454	47.3522	0.173973	23.7365
1.024e-06	1.54451	47.3444	0.173974	23.7326
1.02424e-06	1.54447	47.3365	0.173976	23.7286
1.02447e-06	1.54444	47.3286	0.173977	23.7247
1.02471e-06	1.54441	47.3207	0.173979	23.7208
1.02494e-06	1.54437	47.3129	0.17398	23.7168
1.02518e-06	1.54434	47.305	0.173982	23.7129
1.02542e-06	1.54431	47.2971	0.173983	23.7089
1.02565e-06	1.54427	47.2892	0.173985	23.705
1.02589e-06	1.54424	47.2814	0.173986	23.7011
1.02612e-06	1.54421	47.2735	0.173988	23.6971
1.02636e-06	1.54417	47.2656	0.173989	23.6932
1.0266e-06	1.54414	47.2578	0.173991	23.6893
1.02683e-06	1.54411	47.2499	0.173992	23.6854
1.02707e-06	1.54407	47.2421	0.173994	23.6814
1.02731e-06	1.54404	47.2342	0.173995	23.6775
1.02754e-06	1.54401	47.2263	0.173997	23.6736
1.02778e-06	1.54397	47.2185	0.173998	23.6696
1.02802e-06	1.54394	47.2106	0.174	23.6657
1.02825e-06	1.54391	47.2028	0.174001	23.6618
1.02849e-06	1.54387	47.1949	0.174003	23.6579
1.02873e-06	1.54384	47.1871	0.174005	23.6539
1.02896e-06	1.54381	47.1792	0.174006	23.65
1.0292e-06	1.54377	47.1714	0.174008	23.6461
1.02944e-06	1.54374	47.1635	0.174009	23.6422
1.02967e-06	1.54371	47.1557	0.174011	23.6383
1.02991e-06	1.54367	47.1478	0.174012	23.6343
1.03015e-06	1.54364	47.14	0.174014	23.6304
1.03039e-06	1.54361	47.1322	0.174015	23.6265
1.03062e-06	1.54357	47.1243	0.174017	23.6226
1.03086e-06	1.54354	47.1165	0.174018	23.6187
1.0311e-06	1.54351	47.1086	0.17402	23.6147
1.03134e-06	1.54347	47.1008	0.174021	23.6108
1.03157e-06	1.54344	47.093	0.174023	23.6069
1.03181e-06	1.54341	47.0851	0.174024	23.603
1.03205e-06	1.54337	47.0773	0.174026	23.5991
1.03229e-06	1.54334	47.0695	0.174027	23.5952
1.03252e-06	1.54331	47.0617	0.174029	23.5913
1.03276e-06	1.54327	47.0538	0.174031	23.5873
1.033e-06	1.54324	47.046	0.174032	23.5834
1.03324e-06	1.54321	47.0382	0.174034	23.5795
1.03348e-06	1.54317	47.0304	0.174035	23.5756
1.03371e-06	1.54314	47.0225	0.174037	23.5717
1.03395e-06	1.54311	47.0147	0.174038	23.5678
1.03419e-06	1.54307	47.0069	0.17404	23.5639
1.03443e-06	1.54304	46.9991	0.174041	23.56
1.03467e-06	1.54301	46.9913	0.174043	23.5561
1.0349e-06	1.54297	46.9835	0.174044	23.5522
1.03514e-06	1.54294	46.9756	0.174046	23.5483
1.03538e-06	1.54291	46.9678	0.174047	23.5444
1.03562e-06	1.54287	46.96	0.174049	23.5405
1.03586e-06	1.54284	46.9522	0.174051	23.5366
1.0361e-06	1.54281	46.9444	0.174052	23.5327
1.03633e-06	1.54277	46.9366	0.174054	23.5288
1.03657e-06	1.54274	46.9288	0.174055	23.5249
1.03681e-06	1.54271	46.921	0.174057	23.521
1.03705e-06	1.54267	46.9132	0.174058	23.5171
1.03729e-06	1.54264	46.9054	0.17406	23.5132
1.03753e-06	1.54261	46.8976	0.174061	23.5093
1.03777e-06	1.54257	46.8898	0.174063	23.5054
1.03801e-06	1.54254	46.882	0.174064	23.5015
1.03825e-06	1.54251	46.8742	0.174066	23.4976
1.03848e-06	1.54247	46.8664	0.174068	23.4937
1.03872e-06	1.54244	46.8586	0.174069	23.4898
1.03896e-06	1.54241	46.8509	0.174071	23.4859
1.0392e-06	1.54237	46.8431	0.174072	23.482
1.03944e-06	1.54234	46.8353	0.174074	23.4781
1.03968e-06	1.54231	46.8275	0.174075	23.4742
1.03992e-06	1.54227	46.8197	0.174077	23.4703
1.04016e-06	1.54224	46.8119	0.174078	23.4664
1.0404e-06	1.54221	46.8042	0.17408	23.4626
1.04064e-06	1.54217	46.7964	0.174082	23.4587
1.04088e-06	1.54214	46.7886	0.174083	23.4548
1.04112e-06	1.54211	46.7808	0.174085	23.4509
1.04136e-06	1.54207	46.7731	0.174086	23.447
1.0416e-06	1.54204	46.7653	0.174088	23.4431
1.04184e-06	1.54201	46.7575	0.174089	23.4392
1.04208e-06	1.54197	46.7497	0.174091	23.4353
1.04232e-06	1.54194	46.742	0.174093	23.4315
1.04256e-06	1.54191	46.7342	0.174094	23.4276
1.0428e-06	1.54187	46.7264	0.174096	23.4237
1.04304e-06	1.54184	46.7187	0.174097	23.4198
1.04328e-06	1.54181	46.7109	0.174099	23.4159
1.04352e-06	1.54177	46.7031	0.1741	23.4121
1.04376e-06	1.54174	46.6954	0.174102	23.4082
1.044e-06	1.54171	46.6876	0.174104	23.4043
1.04424e-06	1.54167	46.6799	0.174105	23.4004
1.04448e-06	1.54164	46.6721	0.174107	23.3966
1.04472e-06	1.54161	46.6644	0.174108	23.3927
1.04496e-06	1.54158	46.6566	0.17411	23.3888
1.0452e-06	1.54154	46.6489	0.174111	23.3849
1.04544e-06	1.54151	46.6411	0.174113	23.3811
1.04568e-06	1.54148	46.6334	0.174115	23.3772
1.04592e-06	1.54144	46.6256	0.174116	23.3733
1.04616e-06	1.54141	46.6179	0.174118	23.3694
1.04641e-06	1.54138	46.6101	0.174119	23.3656
1.04665e-06	1.54134	46.6024	0.174121	23.3617
1.04689e-06	1.54131	46.5946	0.174122	23.3578
1.04713e-06	1.54128	46.5869	0.174124	23.354
1.04737e-06	1.54124	46.5792	0.174126	23.3501
1.04761e-06	1.54121	46.5714	0.174127	23.3462
1.04785e-06	1.54118	46.5637	0.174129	23.3424
1.04809e-06	1.54114	46.5559	0.17413	23.3385
1.04833e-06	1.54111	46.5482	0.174132	23.3346
1.04858e-06	1.54108	46.5405	0.174134	23.3308
1.04882e-06	1.54104	46.5328	0.174135	23.3269
