x	xg	error+	error-	error
1.02683e-06	23.0001	50.4629	1.64284	25.8425
1.02707e-06	22.9992	50.4544	1.64278	25.8382
1.02731e-06	22.9983	50.446	1.64272	25.834
1.02754e-06	22.9974	50.4376	1.64266	25.8298
1.02778e-06	22.9965	50.4292	1.64259	25.8256
1.02802e-06	22.9956	50.4207	1.64253	25.8213
1.02825e-06	22.9947	50.4123	1.64247	25.8171
1.02849e-06	22.9938	50.4039	1.64241	25.8129
1.02873e-06	22.9929	50.3955	1.64235	25.8086
1.02896e-06	22.992	50.387	1.64229	25.8044
1.0292e-06	22.9911	50.3786	1.64223	25.8002
1.02944e-06	22.9902	50.3702	1.64217	25.796
1.02967e-06	22.9893	50.3618	1.64211	25.7917
1.02991e-06	22.9885	50.3534	1.64205	25.7875
1.03015e-06	22.9876	50.345	1.64199	25.7833
1.03039e-06	22.9867	50.3366	1.64193	25.7791
1.03062e-06	22.9858	50.3281	1.64187	25.7748
1.03086e-06	22.9849	50.3197	1.64181	25.7706
1.0311e-06	22.984	50.3113	1.64175	25.7664
1.03134e-06	22.9831	50.3029	1.64169	25.7622
1.03157e-06	22.9822	50.2945	1.64163	25.758
1.03181e-06	22.9813	50.2861	1.64157	25.7537
1.03205e-06	22.9804	50.2777	1.64151	25.7495
1.03229e-06	22.9795	50.2693	1.64145	25.7453
1.03252e-06	22.9786	50.2609	1.64138	25.7411
1.03276e-06	22.9777	50.2525	1.64132	25.7369
1.033e-06	22.9768	50.2441	1.64126	25.7327
1.03324e-06	22.9759	50.2357	1.6412	25.7285
1.03348e-06	22.975	50.2274	1.64114	25.7242
1.03371e-06	22.9741	50.219	1.64108	25.72
1.03395e-06	22.9732	50.2106	1.64102	25.7158
1.03419e-06	22.9723	50.2022	1.64096	25.7116
1.03443e-06	22.9714	50.1938	1.6409	25.7074
1.03467e-06	22.9705	50.1854	1.64084	25.7032
1.0349e-06	22.9696	50.1771	1.64078	25.699
1.03514e-06	22.9687	50.1687	1.64072	25.6948
1.03538e-06	22.9678	50.1603	1.64066	25.6906
1.03562e-06	22.9669	50.1519	1.6406	25.6864
1.03586e-06	22.966	50.1435	1.64054	25.6822
1.0361e-06	22.9651	50.1352	1.64048	25.678
1.03633e-06	22.9642	50.1268	1.64042	25.6738
1.03657e-06	22.9634	50.1184	1.64036	25.6696
1.03681e-06	22.9625	50.1101	1.6403	25.6654
1.03705e-06	22.9616	50.1017	1.64024	25.6612
1.03729e-06	22.9607	50.0933	1.64018	25.657
1.03753e-06	22.9598	50.085	1.64012	25.6528
1.03777e-06	22.9589	50.0766	1.64006	25.6486
1.03801e-06	22.958	50.0682	1.63999	25.6444
1.03825e-06	22.9571	50.0599	1.63993	25.6402
1.03848e-06	22.9562	50.0515	1.63987	25.636
1.03872e-06	22.9553	50.0432	1.63981	25.6318
1.03896e-06	22.9544	50.0348	1.63975	25.6276
1.0392e-06	22.9535	50.0265	1.63969	25.6234
1.03944e-06	22.9526	50.0181	1.63963	25.6192
1.03968e-06	22.9517	50.0098	1.63957	25.615
1.03992e-06	22.9508	50.0014	1.63951	25.6108
1.04016e-06	22.9499	49.9931	1.63945	25.6066
1.0404e-06	22.949	49.9847	1.63939	25.6024
1.04064e-06	22.9481	49.9764	1.63933	25.5982
1.04088e-06	22.9472	49.968	1.63927	25.5941
1.04112e-06	22.9463	49.9597	1.63921	25.5899
1.04136e-06	22.9454	49.9514	1.63915	25.5857
1.0416e-06	22.9445	49.943	1.63909	25.5815
1.04184e-06	22.9436	49.9347	1.63903	25.5773
1.04208e-06	22.9428	49.9263	1.63897	25.5731
1.04232e-06	22.9419	49.918	1.63891	25.5689
1.04256e-06	22.941	49.9097	1.63885	25.5648
1.0428e-06	22.9401	49.9013	1.63879	25.5606
1.04304e-06	22.9392	49.893	1.63873	25.5564
1.04328e-06	22.9383	49.8847	1.63867	25.5522
1.04352e-06	22.9374	49.8764	1.63861	25.548
1.04376e-06	22.9365	49.868	1.63855	25.5439
1.044e-06	22.9356	49.8597	1.63849	25.5397
1.04424e-06	22.9347	49.8514	1.63843	25.5355
1.04448e-06	22.9338	49.8431	1.63837	25.5313
1.04472e-06	22.9329	49.8348	1.63831	25.5272
1.04496e-06	22.932	49.8264	1.63825	25.523
1.0452e-06	22.9311	49.8181	1.63818	25.5188
1.04544e-06	22.9302	49.8098	1.63812	25.5146
1.04568e-06	22.9293	49.8015	1.63806	25.5105
1.04592e-06	22.9284	49.7932	1.638	25.5063
1.04616e-06	22.9275	49.7849	1.63794	25.5021
1.04641e-06	22.9266	49.7766	1.63788	25.4979
1.04665e-06	22.9257	49.7683	1.63782	25.4938
1.04689e-06	22.9249	49.76	1.63776	25.4896
1.04713e-06	22.924	49.7517	1.6377	25.4854
1.04737e-06	22.9231	49.7434	1.63764	25.4813
1.04761e-06	22.9222	49.7351	1.63758	25.4771
1.04785e-06	22.9213	49.7268	1.63752	25.4729
1.04809e-06	22.9204	49.7185	1.63746	25.4688
1.04833e-06	22.9195	49.7102	1.6374	25.4646
1.04858e-06	22.9186	49.7019	1.63734	25.4604
1.04882e-06	22.9177	49.6936	1.63728	25.4563
1.04906e-06	22.9168	49.6853	1.63722	25.4521
1.0493e-06	22.9159	49.677	1.63716	25.448
1.04954e-06	22.915	49.6687	1.6371	25.4438
1.04978e-06	22.9141	49.6604	1.63704	25.4396
1.05003e-06	22.9132	49.6522	1.63698	25.4355
1.05027e-06	22.9123	49.6439	1.63692	25.4313
1.05051e-06	22.9114	49.6356	1.63686	25.4272
1.05075e-06	22.9105	49.6273	1.6368	25.423
1.05099e-06	22.9097	49.619	1.63674	25.4188
1.05124e-06	22.9088	49.6108	1.63668	25.4147
1.05148e-06	22.9079	49.6025	1.63662	25.4105
1.05172e-06	22.907	49.5942	1.63656	25.4064
1.05196e-06	22.9061	49.5859	1.6365	25.4022
1.0522e-06	22.9052	49.5777	1.63644	25.3981
1.05245e-06	22.9043	49.5694	1.63638	25.3939
1.05269e-06	22.9034	49.5611	1.63632	25.3898
1.05293e-06	22.9025	49.5529	1.63626	25.3856
1.05317e-06	22.9016	49.5446	1.6362	25.3815
1.05342e-06	22.9007	49.5363	1.63614	25.3773
1.05366e-06	22.8998	49.5281	1.63608	25.3732
1.0539e-06	22.8989	49.5198	1.63602	25.369
1.05414e-06	22.898	49.5115	1.63596	25.3649
1.05439e-06	22.8971	49.5033	1.6359	25.3607
1.05463e-06	22.8962	49.495	1.63584	25.3566
1.05487e-06	22.8954	49.4868	1.63578	25.3525
1.05512e-06	22.8945	49.4785	1.63572	25.3483
1.05536e-06	22.8936	49.4703	1.63566	25.3442
1.0556e-06	22.8927	49.462	1.6356	25.34
1.05584e-06	22.8918	49.4538	1.63554	25.3359
1.05609e-06	22.8909	49.4455	1.63548	25.3317
1.05633e-06	22.89	49.4373	1.63542	25.3276
1.05657e-06	22.8891	49.429	1.63536	25.3235
1.05682e-06	22.8882	49.4208	1.6353	25.3193
1.05706e-06	22.8873	49.4126	1.63524	25.3152
1.0573e-06	22.8864	49.4043	1.63518	25.3111
1.05755e-06	22.8855	49.3961	1.63512	25.3069
1.05779e-06	22.8846	49.3878	1.63506	25.3028
1.05803e-06	22.8837	49.3796	1.635	25.2986
1.05828e-06	22.8828	49.3714	1.63494	25.2945
1.05852e-06	22.882	49.3631	1.63488	25.2904
1.05877e-06	22.8811	49.3549	1.63481	25.2862
1.05901e-06	22.8802	49.3467	1.63475	25.2821
1.05925e-06	22.8793	49.3385	1.63469	25.278
1.0595e-06	22.8784	49.3302	1.63463	25.2739
1.05974e-06	22.8775	49.322	1.63457	25.2697
1.05999e-06	22.8766	49.3138	1.63451	25.2656
1.06023e-06	22.8757	49.3056	1.63445	25.2615
1.06047e-06	22.8748	49.2973	1.63439	25.2573
1.06072e-06	22.8739	49.2891	1.63433	25.2532
1.06096e-06	22.873	49.2809	1.63427	25.2491
1.06121e-06	22.8721	49.2727	1.63421	25.245
1.06145e-06	22.8712	49.2645	1.63415	25.2408
1.0617e-06	22.8703	49.2563	1.63409	25.2367
1.06194e-06	22.8695	49.248	1.63403	25.2326
1.06218e-06	22.8686	49.2398	1.63397	25.2285
1.06243e-06	22.8677	49.2316	1.63391	25.2244
1.06267e-06	22.8668	49.2234	1.63385	25.2202
1.06292e-06	22.8659	49.2152	1.63379	25.2161
1.06316e-06	22.865	49.207	1.63373	25.212
1.06341e-06	22.8641	49.1988	1.63367	25.2079
1.06365e-06	22.8632	49.1906	1.63361	25.2038
1.0639e-06	22.8623	49.1824	1.63355	25.1996
1.06414e-06	22.8614	49.1742	1.63349	25.1955
1.06439e-06	22.8605	49.166	1.63343	25.1914
1.06463e-06	22.8596	49.1578	1.63337	25.1873
1.06488e-06	22.8587	49.1496	1.63331	25.1832
1.06512e-06	22.8579	49.1414	1.63325	25.1791
1.06537e-06	22.857	49.1332	1.63319	25.175
1.06561e-06	22.8561	49.125	1.63313	25.1708
1.06586e-06	22.8552	49.1169	1.63307	25.1667
1.06611e-06	22.8543	49.1087	1.63301	25.1626
1.06635e-06	22.8534	49.1005	1.63295	25.1585
1.0666e-06	22.8525	49.0923	1.63289	25.1544
1.06684e-06	22.8516	49.0841	1.63283	25.1503
1.06709e-06	22.8507	49.0759	1.63277	25.1462
1.06733e-06	22.8498	49.0678	1.63271	25.1421
1.06758e-06	22.8489	49.0596	1.63265	25.138
1.06782e-06	22.848	49.0514	1.63259	25.1339
1.06807e-06	22.8472	49.0432	1.63253	25.1298
1.06832e-06	22.8463	49.0351	1.63247	25.1257
1.06856e-06	22.8454	49.0269	1.63241	25.1216
1.06881e-06	22.8445	49.0187	1.63235	25.1175
1.06905e-06	22.8436	49.0105	1.63229	25.1134
1.0693e-06	22.8427	49.0024	1.63223	25.1093
1.06955e-06	22.8418	48.9942	1.63217	25.1052
1.06979e-06	22.8409	48.9861	1.63211	25.1011
1.07004e-06	22.84	48.9779	1.63205	25.097
1.07029e-06	22.8391	48.9697	1.63199	25.0929
1.07053e-06	22.8382	48.9616	1.63193	25.0888
1.07078e-06	22.8373	48.9534	1.63188	25.0847
1.07103e-06	22.8365	48.9453	1.63182	25.0806
1.07127e-06	22.8356	48.9371	1.63176	25.0765
1.07152e-06	22.8347	48.9289	1.6317	25.0724
1.07177e-06	22.8338	48.9208	1.63164	25.0683
1.07201e-06	22.8329	48.9126	1.63158	25.0642
1.07226e-06	22.832	48.9045	1.63152	25.0601
1.07251e-06	22.8311	48.8963	1.63146	25.056
1.07275e-06	22.8302	48.8882	1.6314	25.0519
1.073e-06	22.8293	48.88	1.63134	25.0478
1.07325e-06	22.8284	48.8719	1.63128	25.0437
1.07349e-06	22.8275	48.8638	1.63122	25.0397
1.07374e-06	22.8266	48.8556	1.63116	25.0356
1.07399e-06	22.8258	48.8475	1.6311	25.0315
1.07424e-06	22.8249	48.8393	1.63104	25.0274
1.07448e-06	22.824	48.8312	1.63098	25.0233
1.07473e-06	22.8231	48.8231	1.63092	25.0192
1.07498e-06	22.8222	48.8149	1.63086	25.0151
1.07523e-06	22.8213	48.8068	1.6308	25.0111
1.07547e-06	22.8204	48.7987	1.63074	25.007
1.07572e-06	22.8195	48.7905	1.63068	25.0029
1.07597e-06	22.8186	48.7824	1.63062	24.9988
1.07622e-06	22.8177	48.7743	1.63056	24.9947
1.07647e-06	22.8168	48.7662	1.6305	24.9907
1.07671e-06	22.816	48.758	1.63044	24.9866
1.07696e-06	22.8151	48.7499	1.63038	24.9825
1.07721e-06	22.8142	48.7418	1.63032	24.9784
1.07746e-06	22.8133	48.7337	1.63026	24.9743
1.07771e-06	22.8124	48.7255	1.6302	24.9703
1.07795e-06	22.8115	48.7174	1.63014	24.9662
1.0782e-06	22.8106	48.7093	1.63008	24.9621
1.07845e-06	22.8097	48.7012	1.63002	24.958
1.0787e-06	22.8088	48.6931	1.62996	24.954
1.07895e-06	22.8079	48.685	1.6299	24.9499
1.0792e-06	22.8071	48.6769	1.62984	24.9458
1.07944e-06	22.8062	48.6688	1.62978	24.9418
1.07969e-06	22.8053	48.6607	1.62972	24.9377
1.07994e-06	22.8044	48.6525	1.62966	24.9336
1.08019e-06	22.8035	48.6444	1.6296	24.9295
1.08044e-06	22.8026	48.6363	1.62954	24.9255
1.08069e-06	22.8017	48.6282	1.62948	24.9214
1.08094e-06	22.8008	48.6201	1.62942	24.9173
1.08118e-06	22.7999	48.612	1.62936	24.9133
1.08143e-06	22.799	48.6039	1.6293	24.9092
1.08168e-06	22.7982	48.5958	1.62924	24.9051
1.08193e-06	22.7973	48.5878	1.62918	24.9011
1.08218e-06	22.7964	48.5797	1.62912	24.897
1.08243e-06	22.7955	48.5716	1.62906	24.893
1.08268e-06	22.7946	48.5635	1.629	24.8889
1.08293e-06	22.7937	48.5554	1.62894	24.8848
1.08318e-06	22.7928	48.5473	1.62888	24.8808
1.08343e-06	22.7919	48.5392	1.62882	24.8767
1.08368e-06	22.791	48.5311	1.62876	24.8727
1.08393e-06	22.7901	48.523	1.6287	24.8686
1.08418e-06	22.7893	48.515	1.62864	24.8645
1.08443e-06	22.7884	48.5069	1.62858	24.8605
1.08468e-06	22.7875	48.4988	1.62853	24.8564
1.08493e-06	22.7866	48.4907	1.62847	24.8524
1.08518e-06	22.7857	48.4827	1.62841	24.8483
1.08543e-06	22.7848	48.4746	1.62835	24.8443
1.08568e-06	22.7839	48.4665	1.62829	24.8402
1.08593e-06	22.783	48.4584	1.62823	24.8362
1.08618e-06	22.7821	48.4504	1.62817	24.8321
1.08643e-06	22.7812	48.4423	1.62811	24.8281
1.08668e-06	22.7804	48.4342	1.62805	24.824
1.08693e-06	22.7795	48.4262	1.62799	24.82
1.08718e-06	22.7786	48.4181	1.62793	24.8159
1.08743e-06	22.7777	48.41	1.62787	24.8119
1.08768e-06	22.7768	48.402	1.62781	24.8078
1.08793e-06	22.7759	48.3939	1.62775	24.8038
1.08818e-06	22.775	48.3859	1.62769	24.7997
1.08843e-06	22.7741	48.3778	1.62763	24.7957
1.08868e-06	22.7732	48.3697	1.62757	24.7916
1.08893e-06	22.7724	48.3617	1.62751	24.7876
1.08918e-06	22.7715	48.3536	1.62745	24.7835
1.08943e-06	22.7706	48.3456	1.62739	24.7795
1.08968e-06	22.7697	48.3375	1.62733	24.7755
1.08993e-06	22.7688	48.3295	1.62727	24.7714
1.09018e-06	22.7679	48.3214	1.62721	24.7674
1.09044e-06	22.767	48.3134	1.62715	24.7633
1.09069e-06	22.7661	48.3053	1.62709	24.7593
1.09094e-06	22.7652	48.2973	1.62703	24.7553
1.09119e-06	22.7644	48.2893	1.62697	24.7512
1.09144e-06	22.7635	48.2812	1.62691	24.7472
1.09169e-06	22.7626	48.2732	1.62685	24.7431
1.09194e-06	22.7617	48.2651	1.62679	24.7391
1.09219e-06	22.7608	48.2571	1.62673	24.7351
1.09245e-06	22.7599	48.2491	1.62668	24.731
1.0927e-06	22.759	48.241	1.62662	24.727
1.09295e-06	22.7581	48.233	1.62656	24.723
1.0932e-06	22.7572	48.225	1.6265	24.7189
1.09345e-06	22.7564	48.2169	1.62644	24.7149
1.0937e-06	22.7555	48.2089	1.62638	24.7109
1.09396e-06	22.7546	48.2009	1.62632	24.7068
1.09421e-06	22.7537	48.1929	1.62626	24.7028
1.09446e-06	22.7528	48.1848	1.6262	24.6988
1.09471e-06	22.7519	48.1768	1.62614	24.6948
1.09496e-06	22.751	48.1688	1.62608	24.6907
1.09522e-06	22.7501	48.1608	1.62602	24.6867
1.09547e-06	22.7492	48.1528	1.62596	24.6827
1.09572e-06	22.7484	48.1447	1.6259	24.6787
1.09597e-06	22.7475	48.1367	1.62584	24.6746
1.09623e-06	22.7466	48.1287	1.62578	24.6706
1.09648e-06	22.7457	48.1207	1.62572	24.6666
1.09673e-06	22.7448	48.1127	1.62566	24.6626
1.09698e-06	22.7439	48.1047	1.6256	24.6585
1.09724e-06	22.743	48.0967	1.62554	24.6545
1.09749e-06	22.7421	48.0887	1.62548	24.6505
1.09774e-06	22.7413	48.0807	1.62542	24.6465
1.09799e-06	22.7404	48.0726	1.62536	24.6425
1.09825e-06	22.7395	48.0646	1.6253	24.6384
1.0985e-06	22.7386	48.0566	1.62525	24.6344
1.09875e-06	22.7377	48.0486	1.62519	24.6304
1.09901e-06	22.7368	48.0406	1.62513	24.6264
1.09926e-06	22.7359	48.0326	1.62507	24.6224
1.09951e-06	22.735	48.0247	1.62501	24.6184
1.09977e-06	22.7342	48.0167	1.62495	24.6143
1.10002e-06	22.7333	48.0087	1.62489	24.6103
1.10027e-06	22.7324	48.0007	1.62483	24.6063
1.10053e-06	22.7315	47.9927	1.62477	24.6023
1.10078e-06	22.7306	47.9847	1.62471	24.5983
1.10103e-06	22.7297	47.9767	1.62465	24.5943
1.10129e-06	22.7288	47.9687	1.62459	24.5903
1.10154e-06	22.7279	47.9607	1.62453	24.5863
1.10179e-06	22.7271	47.9527	1.62447	24.5823
1.10205e-06	22.7262	47.9448	1.62441	24.5782
1.1023e-06	22.7253	47.9368	1.62435	24.5742
1.10255e-06	22.7244	47.9288	1.62429	24.5702
1.10281e-06	22.7235	47.9208	1.62423	24.5662
1.10306e-06	22.7226	47.9128	1.62417	24.5622
1.10332e-06	22.7217	47.9049	1.62411	24.5582
1.10357e-06	22.7208	47.8969	1.62405	24.5542
1.10382e-06	22.72	47.8889	1.624	24.5502
1.10408e-06	22.7191	47.881	1.62394	24.5462
1.10433e-06	22.7182	47.873	1.62388	24.5422
1.10459e-06	22.7173	47.865	1.62382	24.5382
1.10484e-06	22.7164	47.857	1.62376	24.5342
1.1051e-06	22.7155	47.8491	1.6237	24.5302
1.10535e-06	22.7146	47.8411	1.62364	24.5262
1.10561e-06	22.7137	47.8331	1.62358	24.5222
1.10586e-06	22.7129	47.8252	1.62352	24.5182
1.10611e-06	22.712	47.8172	1.62346	24.5142
1.10637e-06	22.7111	47.8093	1.6234	24.5102
1.10662e-06	22.7102	47.8013	1.62334	24.5062
1.10688e-06	22.7093	47.7934	1.62328	24.5022
1.10713e-06	22.7084	47.7854	1.62322	24.4982
1.10739e-06	22.7075	47.7774	1.62316	24.4942
1.10764e-06	22.7066	47.7695	1.6231	24.4902
1.1079e-06	22.7058	47.7615	1.62304	24.4862
1.10815e-06	22.7049	47.7536	1.62298	24.4823
1.10841e-06	22.704	47.7456	1.62293	24.4783
1.10866e-06	22.7031	47.7377	1.62287	24.4743
1.10892e-06	22.7022	47.7297	1.62281	24.4703
1.10917e-06	22.7013	47.7218	1.62275	24.4663
1.10943e-06	22.7004	47.7139	1.62269	24.4623
1.10969e-06	22.6996	47.7059	1.62263	24.4583
1.10994e-06	22.6987	47.698	1.62257	24.4543
1.1102e-06	22.6978	47.69	1.62251	24.4503
1.11045e-06	22.6969	47.6821	1.62245	24.4464
1.11071e-06	22.696	47.6742	1.62239	24.4424
1.11096e-06	22.6951	47.6662	1.62233	24.4384
1.11122e-06	22.6942	47.6583	1.62227	24.4344
1.11148e-06	22.6933	47.6504	1.62221	24.4304
1.11173e-06	22.6925	47.6424	1.62215	24.4264
1.11199e-06	22.6916	47.6345	1.62209	24.4225
1.11224e-06	22.6907	47.6266	1.62203	24.4185
1.1125e-06	22.6898	47.6186	1.62197	24.4145
1.11276e-06	22.6889	47.6107	1.62192	24.4105
1.11301e-06	22.688	47.6028	1.62186	24.4065
1.11327e-06	22.6871	47.5949	1.6218	24.4026
1.11353e-06	22.6863	47.587	1.62174	24.3986
1.11378e-06	22.6854	47.579	1.62168	24.3946
1.11404e-06	22.6845	47.5711	1.62162	24.3906
1.11429e-06	22.6836	47.5632	1.62156	24.3867
1.11455e-06	22.6827	47.5553	1.6215	24.3827
1.11481e-06	22.6818	47.5474	1.62144	24.3787
1.11506e-06	22.6809	47.5394	1.62138	24.3747
1.11532e-06	22.6801	47.5315	1.62132	24.3708
1.11558e-06	22.6792	47.5236	1.62126	24.3668
1.11584e-06	22.6783	47.5157	1.6212	24.3628
1.11609e-06	22.6774	47.5078	1.62114	24.3588
1.11635e-06	22.6765	47.4999	1.62108	24.3549
1.11661e-06	22.6756	47.492	1.62103	24.3509
1.11686e-06	22.6747	47.4841	1.62097	24.3469
1.11712e-06	22.6739	47.4762	1.62091	24.343
1.11738e-06	22.673	47.4683	1.62085	24.339
1.11764e-06	22.6721	47.4604	1.62079	24.335
1.11789e-06	22.6712	47.4525	1.62073	24.3311
1.11815e-06	22.6703	47.4446	1.62067	24.3271
1.11841e-06	22.6694	47.4367	1.62061	24.3231
1.11866e-06	22.6685	47.4288	1.62055	24.3192
1.11892e-06	22.6677	47.4209	1.62049	24.3152
1.11918e-06	22.6668	47.413	1.62043	24.3112
1.11944e-06	22.6659	47.4051	1.62037	24.3073
1.1197e-06	22.665	47.3972	1.62031	24.3033
1.11995e-06	22.6641	47.3893	1.62025	24.2994
1.12021e-06	22.6632	47.3815	1.62019	24.2954
1.12047e-06	22.6623	47.3736	1.62014	24.2914
1.12073e-06	22.6615	47.3657	1.62008	24.2875
1.12099e-06	22.6606	47.3578	1.62002	24.2835
1.12124e-06	22.6597	47.3499	1.61996	24.2796
1.1215e-06	22.6588	47.342	1.6199	24.2756
