x	xg	error+	error-	error
1e-06	108.842	30.6051	30.6051	30.6051
1.00023e-06	108.836	30.6022	30.6022	30.6022
1.00046e-06	108.831	30.5994	30.5994	30.5994
1.00069e-06	108.825	30.5966	30.5966	30.5966
1.00092e-06	108.819	30.5937	30.5937	30.5937
1.00115e-06	108.813	30.5909	30.5909	30.5909
1.00138e-06	108.808	30.5881	30.5881	30.5881
1.00161e-06	108.802	30.5852	30.5852	30.5852
1.00184e-06	108.796	30.5824	30.5824	30.5824
1.00207e-06	108.791	30.5796	30.5796	30.5796
1.00231e-06	108.785	30.5767	30.5767	30.5767
1.00254e-06	108.779	30.5739	30.5739	30.5739
1.00277e-06	108.773	30.5711	30.5711	30.5711
1.003e-06	108.768	30.5683	30.5683	30.5683
1.00323e-06	108.762	30.5654	30.5654	30.5654
1.00346e-06	108.756	30.5626	30.5626	30.5626
1.00369e-06	108.75	30.5598	30.5598	30.5598
1.00392e-06	108.745	30.5569	30.5569	30.5569
1.00415e-06	108.739	30.5541	30.5541	30.5541
1.00438e-06	108.733	30.5513	30.5513	30.5513
1.00462e-06	108.728	30.5485	30.5485	30.5485
1.00485e-06	108.722	30.5456	30.5456	30.5456
1.00508e-06	108.716	30.5428	30.5428	30.5428
1.00531e-06	108.71	30.54	30.54	30.54
1.00554e-06	108.705	30.5371	30.5371	30.5371
1.00577e-06	108.699	30.5343	30.5343	30.5343
1.006e-06	108.693	30.5315	30.5315	30.5315
1.00624e-06	108.687	30.5287	30.5287	30.5287
1.00647e-06	108.682	30.5258	30.5258	30.5258
1.0067e-06	108.676	30.523	30.523	30.523
1.00693e-06	108.67	30.5202	30.5202	30.5202
1.00716e-06	108.665	30.5174	30.5174	30.5174
1.0074e-06	108.659	30.5145	30.5145	30.5145
1.00763e-06	108.653	30.5117	30.5117	30.5117
1.00786e-06	108.647	30.5089	30.5089	30.5089
1.00809e-06	108.642	30.5061	30.5061	30.5061
1.00832e-06	108.636	30.5032	30.5032	30.5032
1.00856e-06	108.63	30.5004	30.5004	30.5004
1.00879e-06	108.625	30.4976	30.4976	30.4976
1.00902e-06	108.619	30.4948	30.4948	30.4948
1.00925e-06	108.613	30.4919	30.4919	30.4919
1.00949e-06	108.607	30.4891	30.4891	30.4891
1.00972e-06	108.602	30.4863	30.4863	30.4863
1.00995e-06	108.596	30.4835	30.4835	30.4835
1.01018e-06	108.59	30.4806	30.4806	30.4806
